Planilha: 00011 - TUNEL SUBMERSO SIGMA P82                                    ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
IM1487,"QUADROS DE LUZ PREDIO, QL-2.4 AO 4.9 COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,6,            ,3023.7,18142.2,0,99.63,0,54.8
IM1799,PLACA DE GRFC  ,M2    ,130,            ,139.32,18111.6,0,99.63,0,54.8
IM1718,"PA.16 - PORTA EM ALUMÍNIO ANODIZADO, VENEZIANA - ABRIR, 1 FOLHA  ",M2    ,74.59,            ,242.38,18079.12,0,99.63,0,54.8
IM1851,SINALIZAÇÃO HORIZONTAL COM RESINA VINÍLICA OU ACRÍLICA  ,M2    ,1479,            ,12.13,17940.27,0,99.63,0,54.8
IM1587,SERVIDOR EM REDE DE GERENCIAMENTO DE TRÁFEGO  ,UN    ,1,            ,17861.19,17861.19,0,99.63,0,54.8
IM1588,SERVIDOR PRINCIPAL  ,UN    ,1,            ,17861.19,17861.19,0,99.63,0,54.8
IM1569,"FORNECIMENTO, MONTAGEM, TESTE, CONFIGURAÇÃO E COMISSIONAMENTO DE MÓDULO MONITOR ENDEREÇÁVEL.  ",UN    ,40,            ,445.3,17812,0,99.63,0,54.8
IM1721,EP.06 - GRADE DE PROTEÇÃO EM FERRO REDONDO  ,M2    ,49.48,            ,357.84,17705.92,0,99.63,0,54.8
IM1299,COLOCAÇÃO DE PLACA AÉREA EM PÓRTICOS OU SEMI-PÓRTICO  ,M2    ,492,            ,35.72,17574.24,0,99.63,0,54.8
IM1117,"APARELHO DE ANCORAGEM PARA CABOS PROTENSÃO ATIVA 12 FIOS - 12,7mm  ",UN    ,64,            ,270,17280,0,99.63,0,54.8
IM1737,CHAPISCO COMUM - ARGAMASSA DE CIMENTO E AREIA 1:3 - (REVESTIMENTO PAREDE INTERNA)  ,M2    ,5327.88,            ,3.19,16995.94,0,99.63,0,54.8
IM1540,"CONJUNTO CAIXA TÉCNICA PARA CONJUNTO SENSOR CO, NOX E OPACÍMETRO (QUADRO + FONTE DE ALIMENTAÇÃO + RÉGUA E ACESSÓRIOS)  ",CJ    ,5,            ,3378.8,16894,0,99.63,0,54.8
IM1386,CABO DE COBRE 185 MM² - ISOLAMENTO PARA 1 KV  ,M     ,480,            ,35.06,16828.8,0,99.63,0,54.8
IM1740,"AZULEJOS, JUNTA AMARRAÇÃO OU A PRUMO - ASSENTES COM ARGAMASSA COLANTE  ",M2    ,599.79,            ,27.52,16506.22,0,99.63,0,54.8
IM0350,PORTA DENTE P/ FRESADORA W-1900  ,UN    ,77.93083,            ,210.3,16388.93,0,99.63,0,54.8
IM1350,"TAMPA METÁLICA COM DIMENSÕES 1,0X1,0M COM VISOR DE VIDRO E SUPORTE METÁLICO PARA FIXAÇÃO NO ABRIGO DE CONCRETO  ",UN    ,33,            ,491.25,16211.25,0,99.63,0,54.8
IM1128,"TUBO DE CONCRETO D= 0,50m CLASSE PA-4  ",M     ,178,            ,91,16198,0,99.63,0,54.8
IM1559,"FORNECIMENTO, INSTALAÇÃO, CONFIGURAÇÃO, TESTE E COMISSIONAMENTO DE ACIONADOR MANUAL ENDEREÇÁVEL.  ",UN    ,25,            ,636.41,15910.25,0,99.63,0,54.8
IM1858,ARGAMASSA DE CIMENTO E AREIA  ,M3    ,39.7392,            ,400,15895.68,0,99.63,0,54.8
IM1400,"SE-R8/9, SE-R10 E SE-R11, SUBESTAÇÃO POSTO SIMPLIFICADO COM TRANSFORMADOR ABRIGADO DE 300 KVA, 13,8KV-460/265V MEDIÇÃO EM BAIXA TENSÃO PARA ILUMINAÇÃO DA PASSAGEM INFERIOR E RESERVATÓRIO  ",UN    ,1,            ,15723.26,15723.26,0,99.63,0,54.8
IM1402,"ELETRODUTO DE AÇO GALVANIZADO A FOGO, ROSCA BSP, TIPO PESADO, CONFORME NBR-5598, COM LUVA EM UMA DAS EXTREMIDADES, FORNECIDO EM BARRAS DE 3.000MM DE COMPRIMENTO, INCLUSIVE CONEXÕES E CAIXAS, Ø3/4""  ",M     ,1030,            ,15.11,15563.3,0,99.63,0,54.8
IM1757,"ACABAMENTO PARA DEGRAU EM PISO CIMENTÍCIO, VIBRO-PRENSADO A 240 TON - ALTA RESISTÊNCIA - ESPESSURA 2 cm - LISO E ENCERADO  ",M     ,150.5,            ,102.24,15387.12,0,99.63,0,54.8
IM1690,SUPORTE PARA PAINEL DE MENSAGENS VARIÁVEIS INTERNO  ,CJ    ,7,            ,2191.01,15337.07,0,99.63,0,54.8
IM1488,"QUADROS DE LUZ PREDIO, QL-4.4 AO 4.8 COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,5,            ,3023.7,15118.5,0,99.63,0,54.8
IM1626,"ABRIGO DE COMBATE A INCÊNDIO, TAMPA METÁLICA COM DIMENSÕES 1,20 X 0,90 X 0,30 M E SUPORTE METÁLICO PARA FIXAÇÃO EMBUTIDO NO CONCRETO  ",UN    ,30,            ,502.3,15069,0,99.63,0,54.8
IM1779,LAJOTA PRÉ-MOLDADA DE CONCRETO E=7 cm - JUNTA DE GRAMA  ,M2    ,297,            ,50.38,14962.86,0,99.63,0,54.8
IM1856,GRELHA DE CONCRETO 10X44X120CM - FCK 20 MPA  ,UN    ,278.93,            ,53.43,14903.23,0,99.63,0,54.8
IM1583,"POSTE DE AÇO GALVANIZADO, TIPO RETO PARA CÂMERA EXTERNA H= 6,0 M  ",CJ    ,8,            ,1847.2,14777.6,0,99.63,0,54.8
IM1467,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGBT-01"", 460/265V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,3,            ,4860.74,14582.22,0,99.63,0,54.8
IM1474,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGLF"", 220/127V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,3,            ,4860.74,14582.22,0,99.63,0,54.8
IM1370,"CABO 16MM² - ISOLAMENTO PARA 0,7K - CLASSE 4 FLEXÍVEL  ",M     ,5160,            ,2.8,14448,0,99.63,0,54.8
IM1672,"CONJUNTO CAIXA TÉCNICA PARA CONJUNTO SENSOR CO, NOX E OPACÍMETRO (QUADRO + FONTE DE ALIMENTAÇÃO + RÉGUA E ACESSÓRIOS)  ",CJ    ,4,            ,3608.42,14433.68,0,99.63,0,54.8
IM0976,BAGUETE LIMITADOR DE POLIETILENO  ,M     ,12352.6161,            ,1.12,13834.93,0,99.63,0,54.8
IM1420,"CABO DE COBRE SINGELO, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, CLASSE DE TENSÃO 450/750 V, ANTICHAMA, BITOLA # 2,5 mm²  ",M     ,7600,            ,1.8,13680,0,99.63,0,54.8
IM1306,"SUPORTE TUBULAR GALVANIZADO 2 1/2""  ",M     ,273,            ,49.85,13609.05,0,99.63,0,54.8
IM1706,MANTA ASFÁLTICA ESPESSURA DE 4 mm COM VÉU DE POLIÉSTER COLADA A MAÇARICO  ,M2    ,424.6,            ,31.92,13553.23,0,99.63,0,54.8
IM1105,PLACA DE CONCRETO PARA MOURÃO 7x125x50CM  ,UN    ,336,            ,39.38,13231.68,0,99.63,0,54.8
IM1109,LUVA E PINO  DE PRENSAGEM Ø10MM  ,UN    ,1808.16,            ,7.3,13199.57,0,99.63,0,54.8
IM1455,"LUMINARIA REFLETOR PENDENTE COM UMA LÂMPADA VAPOR METÁLICA 250W/220V, À PROVA DE TEMPO, GASES, VAPORES E PÓ  ",CJ    ,67,            ,193.51,12965.17,0,99.63,0,54.8
IM1126,"TUBO DE CONCRETO D= 0,50m CLASSE PA-2  ",M     ,178,            ,72,12816,0,99.63,0,54.8
IM1329,GRAMA EM PLACA SEM ADUBO  ,M2    ,3323,            ,3.83,12727.09,0,99.63,0,54.8
IM1562,"FORNECIMENTO, INSTALAÇÃO, TESTE E COMISSIONAMENTO DE TELEFONE DE EMERGÊNCIA P/ BOMBEIRO.  ",CJ    ,8,            ,1559.23,12473.84,0,99.63,0,54.8
IM1575,INTERFACE ÓPTICA TIPO MÓDULO P/ 4-20mA/ 0-10VDC  ,UN    ,88,            ,138.53,12190.64,0,99.63,0,54.8
IM1380,CABO DE COBRE 25 MM² - ISOLAMENTO PARA 1 KV  ,M     ,2860,            ,4.22,12069.2,0,99.63,0,54.8
IM1122,TUBO ANTIVANDALISMO  ,M     ,4,            ,3005,12020,0,99.63,0,54.8
IM1327,ORLA DE SEPARAÇÃO EM CONCRETO NC.26  ,M     ,291,            ,40.63,11823.33,0,99.63,0,54.8
IM1900,APLICAÇÃO DE PRODUTO DESMOLDANTE A BASE DE ÓLEOS MINERAIS NAS JUNTAS SHEAR KEY  ,M2    ,1920,            ,6.08,11673.6,0,99.63,0,54.8
IM1403,"ELETRODUTO DE AÇO GALVANIZADO A FOGO, ROSCA BSP, TIPO PESADO, CONFORME NBR-5598, COM LUVA EM UMA DAS EXTREMIDADES, FORNECIDO EM BARRAS DE 3.000MM DE COMPRIMENTO, INCLUSIVE CONEXÕES E CAIXAS, Ø2""  ",M     ,445,            ,26.12,11623.4,0,99.63,0,54.8
IM1557,"ESTAÇÃO DE OPERAÇÃO E CONTROLE DE CFTV COMPOSTO DE 2 MONITORES LED 24"", 1 CPU, 1 TECLADO E 1 MOUSE  ",CJ    ,2,            ,5782.41,11564.82,0,99.63,0,54.8
IM1613,TÊ DE REDUÇÃO DE AÇO CARBONO Ø100X75MM  ,UN    ,30,            ,382.9,11487,0,99.63,0,54.8
IM1787,"PORTA CORTA-FOGO P90 - 1,05 X 2,10 m, COM DOBRADIÇAS E MOLAS SEM FERRAGEM  ",UN    ,8,            ,1422.34,11378.72,0,99.63,0,54.8
IM0378,APOIO DO PORTA DENTE FREZAD. W 200  ,UN    ,12.86237,            ,871.71,11212.2,0,99.63,0,54.8
IM1610,"TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA,ASTM -120, SCH-40 - Ø75 mm  ",M     ,42,            ,266.78,11204.76,0,99.63,0,54.8
IM1637,"ELETRODUTO DE AÇO GALVANIZADO A FOGO, ROSCA BSP, TIPO PESADO, CONFORME NBR-5598, COM LUVA EM UMA DAS EXTREMIDADES, FORNECIDO EM BARRAS DE 3.000MM DE COMPRIMENTO, INCLUSIVE CONEXÕES E CAIXAS, Ø2""  ",M     ,530,            ,21.1,11183,0,99.63,0,54.8
IM1753,"PISO PODOTÁTIL, ALERTA OU DIRECIONAL, EM BORRACHA SINTÉTICA ASSENTES COM ARGAMASSA  ",M2    ,43.65,            ,255.6,11156.94,0,99.63,0,54.8
IM1628,GUARDA CORPO E CORRIMÃO EM TUBO DE AÇO INOX  ,M     ,30,            ,365.98,10979.4,0,99.63,0,54.8
IM0402,PONTALETES D=20 CM (TRONCO P/ ESC.)  ,M     ,1875.5516,            ,5.85,10971.98,0,99.63,0,54.8
IM0977,SELANTE ASFÁLTICO POLIMERIZADO  ,L     ,5188.098762,            ,2.09,10843.13,0,99.63,0,54.8
IM1600,UNIDADE CENTRAL DE CALL BOX  ,UN    ,2,            ,5209.12,10418.24,0,99.63,0,54.8
IM1679,"FORNECIMENTO, INSTALAÇÃO, CONFIGURAÇÃO, TESTE E COMISSIONAMENTO DE ACIONADOR MANUAL ENDEREÇÁVEL.  ",UN    ,15,            ,679.66,10194.9,0,99.63,0,54.8
IM1108,"LUVA E PINO  DE PRENSAGEM Ø8,0MM  ",UN    ,1582.14,            ,6.4,10125.7,0,99.63,0,54.8
IM1417,"CABO FLEXÍVEL ISOLAMENTO DE PVC 1KV, BAIXA EMISSÃO DE GASES TÓXICOS, SEÇÃO: 12/CØ1,5MM²  ",M     ,600,            ,16.71,10026,0,99.63,0,54.8
IM1762,TINTA ACRÍLICA - CONCRETO OU REBOCO SEM MASSA CORRIDA  ,M2    ,1300.06,            ,7.64,9932.46,0,99.63,0,54.8
IM1531,CERTIFICAÇÃO DE REDE LÓGICA - ATÉ 50 PONTOS  ,VB    ,1,            ,9895.76,9895.76,0,99.63,0,54.8
IM1505,"CABO FLEXÍVEL - ISOLAÇÃO EM PVC-90°C - CLASSE 4 OU 5 - 0,6/1kV - 3Cx2,5mm²  ",M     ,3740,            ,2.63,9836.2,0,99.63,0,54.8
IM1771,"FP.06 - GRADIL/PEITORIL DE FERRO PERFILADO H=1,00 m  ",M     ,97.5,            ,98.76,9629.1,0,99.63,0,54.8
IM1353,BOMBA CENTRÍFUGA Hman = 40 mca Q=600l/min  ,UN    ,2,            ,4780.99,9561.98,0,99.63,0,54.8
IM1686,"FORNECIMENTO, MONTAGEM, TESTE, CONFIGURAÇÃO E COMISSIONAMENTO DE SENSOR DE ABERTURA DE PORTA.  ",UN    ,8,            ,1167.28,9338.24,0,99.63,0,54.8
IM1574,INTERFACE ÓPTICA TIPO CARTÃO P/ 4-20mA/ 0-10VDC  ,UN    ,88,            ,104.22,9171.36,0,99.63,0,54.8
IM1745,"FORRO FIBRA MINERAL MODELADO ÚMIDA - ACABAMENTO SUPERFÍCIE PINTURA VINÍLICA A BASE DE LÁTEX BRANCA - ESPESSURA 13 mm, NRC=0,50, CAC=MÍNIMO 35  ",M2    ,183.88,            ,49.34,9072.64,0,99.63,0,54.8
IM1489,"QUADROS DE LUZ QL-SA1, 220/127V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,3,            ,3023.7,9071.1,0,99.63,0,54.8
IM1308,"CONFECÇÃO, MONTAGEM E INSTALAÇÃO DE PLACA INSTITUCIONAL  ",M2    ,96,            ,93.3,8956.8,0,99.63,0,54.8
IM1494,TANQUE DE OLEO DIESEL EXTERNO PARA 1.000 LITROS  ,PÇ    ,7,            ,1254.13,8778.91,0,99.63,0,54.8
IM1717,"PF-28 - PORTA EM PERFIL DE CHAPA DOBRADA, VENEZIANA, ABRIR 2 FOLHAS  ",M2    ,42.08,            ,206.22,8677.74,0,99.63,0,54.8
IM1664,"CABO VM 0,6/1KV(PT/VM) - 1X 2C X2,5 MM² - ALIMENTAÇÃO 24VCC  ",M     ,700,            ,12.2,8540,0,99.63,0,54.8
IM1326,"NR.10 - ORLA PARA ÁRVORE EM PARALELEPÍPEDO - 1,20 X 1,20 m  ",UN    ,80,            ,104.29,8343.2,0,99.63,0,54.8
IM1622,TÊ DE AÇO CARBONO FORJADO ASTM A-234 PARA 200LBS - Ø65MM  ,UN    ,30,            ,273.16,8194.8,0,99.63,0,54.8
IM1743,REVESTIMENTO COM GRAFIATTO  ,M2    ,680,            ,11.63,7908.4,0,99.63,0,54.8
IM1518,CONJUNTO SINALIZAÇÃO INDICADOR DE SAÍDA LED DE 5W COMPLETO E INSTALADO  ,CJ    ,8,            ,983.56,7868.48,0,99.63,0,54.8
IM1741,CHAPISCO COMUM - ARGAMASSA DE CIMENTO E AREIA 1:3 - (REVESTIMENTO PAREDE EXTERNA)  ,M2    ,1871.96,            ,4.14,7749.91,0,99.63,0,54.8
IM1395,"CARTUCHO PARA CONEXÃO DE SOLDA EXOTÉRMICA COMPLETA COM MOLDE, ACENDEDOR E CARTUCHOS CABO/CABO  ",CJ    ,92,            ,83.6,7691.2,0,99.63,0,54.8
IM1746,FORRO DE GESSO COMUM - PLACA CONVENCIONAL (FORNECIMENTO E INSTALAÇÃO)  ,M2    ,238.4,            ,31.92,7609.73,0,99.63,0,54.8
IM1538,CONJUNTO CAIXA TÉCNICA P/ PMV (QUADRO + TRANSFORMADOR + RÉGUA E ACESSÓRIOS)  ,CJ    ,9,            ,844.43,7599.87,0,99.63,0,54.8
IM1343,"VÁLVULA DE GLOBO ANGULAR 45º EM BRONZE, CLASSE 200 LBS, VEDAÇÃO EM BORRACHA ETILENO-PROPILENO, VOLANTE METÁLICO E HASTE ASCENDENTE - Ø2½""  ",UN    ,33,            ,212.9,7025.7,0,99.63,0,54.8
IM1693,BLOCOS VAZADOS DE CONCRETO - 14 cm  ,M2    ,239.57,            ,29.32,7024.19,0,99.63,0,54.8
IM1801,"CAIXA DE INSPEÇÃO EM ALVENARIA DE TIJOLO MACIÇO 60X60X60CM, REVESTIDA INTERNAMENTE COM BARRA LISA (CIMENTO E AREIA, TRAÇO 1:4) E=2,0CM, COM TAMPA PRE-MOLDADA DE CONCRETO E FUNDO DE CONCRETO 15 MPA TIPO C - ESCAVAÇÃO E CONFECÇÃO  ",UN    ,25,            ,278.66,6966.5,0,99.63,0,54.8
IM1107,"LUVA E PINO DE PRENSAGEM Ø6,3MM  ",UN    ,1130.1,            ,6.1,6893.61,0,99.63,0,54.8
IM1042, CONCRETO FCK 20 MPA  - COMERCIAL  ,M3    ,27.588098,            ,239.5,6607.35,0,99.63,0,54.8
IM1464,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QFBI-01"", 460/265V, COMPLETA COM DISJUNTORES, BOMBA DE DRENAGEM – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,2,            ,3240.49,6480.98,0,99.63,0,54.8
IM1465,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QF-EL"", 460/265V, COMPLETA COM DISJUNTORES, BOMBA DE DRENAGEM – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,2,            ,3240.49,6480.98,0,99.63,0,54.8
IM1475,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGLF-2.1 E 2.2"" 220/127V, COMPLETO COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,2,            ,3240.49,6480.98,0,99.63,0,54.8
IM1476,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGLF-4.1 E 4.2"" 220/127V, COMPLETO COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,2,            ,3240.49,6480.98,0,99.63,0,54.8
IM1477,"QUADRO DE DISTRIBUIÇÃO PARCIAL DE TENSÃO ESTABILIZADA DE EMERGÊNCIA ""QDE 2.1-2.2"" 220/127V, COMPLETO COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,2,            ,3240.49,6480.98,0,99.63,0,54.8
IM1478,"QUADRO DE DISTRIBUIÇÃO PARCIAL DE TENSÃO ESTABILIZADA DE EMERGÊNCIA ""QDE 4.1-4.2"" 220/127V, COMPLETO COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,2,            ,3240.49,6480.98,0,99.63,0,54.8
IM1492,"QUADROS DE LUZ, QL-TIPICO, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,2,            ,3240.49,6480.98,0,99.63,0,54.8
IM1493,"QUADROS DE LUZ, QL-TIPICO, PASSAGEM INFERIOR COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,2,            ,3240.49,6480.98,0,99.63,0,54.8
IM1844,"VÁLVULA DE GAVETA DE AÇO Ø6""  ",UN    ,2,            ,3232.82,6465.64,0,99.63,0,54.8
IM1512,APOIO DE FIXAÇÃO DA CÂMERA FIXA INTERNO EM TÚNEL  ,CJ    ,14,            ,457.35,6402.9,0,99.63,0,54.8
IM1446,"FIO OU CABO DE COBRE TERMOPLÁSTICO, COM ISOLAMENTO PARA 1000V SEÇÃO DE 16.0 MM²  ",M     ,650,            ,9.67,6285.5,0,99.63,0,54.8
IM1665,CONJUNTO ANEMÔMETRO COMPLETO E INSTALADO COM CABO DE INTERLIGAÇÃO  ,CJ    ,10,            ,627.04,6270.4,0,99.63,0,54.8
IM1671,CONJUNTO CAIXA TÉCNICA PARA ANEMÔMETRO (QUADRO + FONTE DE ALIMENTAÇÃO 5 VCC + RÉGUA E ACESSÓRIOS)  ,CJ    ,10,            ,627.04,6270.4,0,99.63,0,54.8
IM1707,"REGULARIZAÇÃO COM ARGAMASSA DE CIMENTO E AREIA - TRAÇO 1:3, ESPESSURA MÉDIA 30 mm  ",M2    ,424.6,            ,14.66,6224.64,0,99.63,0,54.8
IM1125,SERVIÇO DE TENSIONAMENTO DE CORDOALHAS  ,KG    ,4175,            ,1.45,6053.75,0,99.63,0,54.8
IM1694,BLOCOS VAZADOS DE CONCRETO - 19 cm  ,M2    ,187.8,            ,32.23,6052.79,0,99.63,0,54.8
IM1685,"FORNECIMENTO, MONTAGEM, TESTE, CONFIGURAÇÃO E COMISSIONAMENTO DE MÓDULO MONITOR ENDEREÇÁVEL.  ",UN    ,8,            ,756.03,6048.24,0,99.63,0,54.8
IM1774,GRADIL DE FERRO GALVANIZADO ELETROFUNDIDO - BARRA 25X2 mm - MALHA 65X132 mm - MONTANTE COM DISTÂNCIA DE 1650 mm - SEM PINTURA  ,M2    ,61.1,            ,98.76,6034.24,0,99.63,0,54.8
IM1661,"CABO FLEXÍVEL - ISOLAÇÃO EM PVC 90°C - CLASSE 4 OU 5 - 450/750V - 1C X 0,50mm² BLINDADO  ",M     ,1000,            ,6.03,6030,0,99.63,0,54.8
IM1695,BLOCOS VAZADOS DE CONCRETO APARENTE - 14 cm  ,M2    ,200.7,            ,29.32,5884.52,0,99.63,0,54.8
IM1522,"CABO FLEXÍVEL - ISOLAÇÃO EM PVC 90°C - CLASSE 4 OU 5 - 450/750V - 1C X 0,50mm² BLINDADO  ",M     ,1040,            ,5.65,5876,0,99.63,0,54.8
IM1845,"VÁLVULA DE RETENÇÃO VERTICAL DE AÇO 6""  ",UN    ,2,            ,2936.42,5872.84,0,99.63,0,54.8
IM1373,"CABO 70MM² - ISOLAMENTO PARA 0,7KV - CLASSE 4 FLEXÍVEL  ",M     ,335,            ,17.53,5872.55,0,99.63,0,54.8
IM1558,"ESTAÇÃO DE TRABALHO - CENTRO DE OPERAÇÃO E SUPERVISÃO E CONTROLE COMPOSTA DE 2 MONITORES LED 24”, 1 CPU, 1 TECLADO, 1 MOUSE  ",CJ    ,1,            ,5782.41,5782.41,0,99.63,0,54.8
IM1388,"CABO DE ENERGIA MULTIPOLAR, CLASSE DE TENSÃO 0,6/1KV, COM CONDUTORES DE COBRE, TÊMPERA MOLE, ISOLAÇÃO E COBERTURA EM PVC (70°C), NA SEGUINTE FORMAÇÃO: 1X3/C Ø2,5 MM²  ",M     ,3910,            ,1.47,5747.7,0,99.63,0,54.8
IM1134,"TUBO DE CONCRETO D= 0,80m CLASSE PA-4  ",M     ,26,            ,221,5746,0,99.63,0,54.8
IM1132,"TUBO DE CONCRETO D= 0,80m CLASSE PA-2  ",M     ,41,            ,140,5740,0,99.63,0,54.8
IM1539,CONJUNTO CAIXA TÉCNICA PARA ANEMÔMETRO (QUADRO + FONTE DE ALIMENTAÇÃO 5 VCC + RÉGUA E ACESSÓRIOS)  ,CJ    ,7,            ,811.44,5680.08,0,99.63,0,54.8
IM1341,LUVA DE REDUÇÃO DE AÇO CARBONO Ø75X65MM  ,UN    ,33,            ,172.12,5679.96,0,99.63,0,54.8
IM1298,COLOCAÇAO DE PLACA EM SUPÕRTE DE MADEIRA/METÁLICO - SOLO  ,M2    ,222.88,            ,25.18,5612.12,0,99.63,0,54.8
IM1525,CABO STP – CAT6A – 4P x 24AWG  ,M     ,2820,            ,1.97,5555.4,0,99.63,0,54.8
IM1550,"CONJUNTO DE SENSORES DE DETECÇÃO DE ALTURA, COMPOSTO DE 02 TX E 02 RX, CAIXA DE PROTEÇÃO IP 67 E SUPORTE DE FIXAÇÃO, COMPLETO E INSTALADO.  ",CJ    ,7,            ,791.65,5541.55,0,99.63,0,54.8
IM1839,"GRELHA DE FºFº 0,41 X 0,41  ",UN    ,37,            ,148.95,5511.15,0,99.63,0,54.8
IM1853,TACHA MONODIRECIONAL COM REFLETIVO PLÁSTICO  ,UN    ,580,            ,9.42,5463.6,0,99.63,0,54.8
IM1615,"VÁLVULA DE GLOBO ANGULAR 45º EM BRONZE, CLASSE 200 LBS, VEDAÇÃO EM BORRACHA ETILENO-PROPILENO, VOLANTE METÁLICO E HASTE ASCENDENTE - Ø2½""  ",UN    ,30,            ,178.94,5368.2,0,99.63,0,54.8
IM1318,PROTETOR TIPO PARQUE PARA ÁRVORES  ,UN    ,139,            ,37.92,5270.88,0,99.63,0,54.8
IM1700,PLACAS DE GRANILITE - 50 mm DE ESPESSURA  ,M2    ,68.6,            ,76.68,5260.25,0,99.63,0,54.8
IM1319,IPÊ AMARELO (TABEBUIA CHRYSOTRICHA)  ,UN    ,64,            ,80.92,5178.88,0,99.63,0,54.8
IM1781,REBAIXAMENTO DE GUIA  ,M     ,220,            ,23.21,5106.2,0,99.63,0,54.8
IM1614,LUVA DE REDUÇÃO DE AÇO CARBONO Ø75X65MM  ,UN    ,30,            ,168.99,5069.7,0,99.63,0,54.8
IM1511,APOIO DE FIXAÇÃO DA CÂMERA FIXA INTERNO EM PAREDE  ,CJ    ,11,            ,457.35,5030.85,0,99.63,0,54.8
IM1499,"TRANSFORMADOR DE FORÇA TIPO SECO, BAIXA TENSÃO (TF-02), POTÊNCIA NOMINAL 50 KVA, 440-220/127V, TRIFÁSICO, FORNECIDO CONFORME DOC. ESPECIFICAÇÃO TÉCNICA - EQUIPAMENTO ELÉTRICO E DIAGRAMAS UNIFILARES  ",PÇ    ,3,            ,1672.18,5016.54,0,99.63,0,54.8
IM1669,CONJUNTO CAIXA TÉCNICA P/ CÂMERA MÓVEL (QUADRO + TRANSFORMADOR + RÉGUA E ACESSÓRIOS)  ,CJ    ,8,            ,627.04,5016.32,0,99.63,0,54.8
IM1335,CONJUNTO MOTOR-BOMBA - ATÉ 2HP  ,UN    ,4,            ,1247.83,4991.32,0,99.63,0,54.8
IM1358,LUVA DE REDUÇÃO DE AÇO CARBONO Ø65X32MM  ,UN    ,45,            ,110.62,4977.9,0,99.63,0,54.8
IM1374,"CABO 95MM² - ISOLAMENTO PARA 0,7KV - CLASSE 4 FLEXÍVEL  ",M     ,270,            ,18.14,4897.8,0,99.63,0,54.8
IM1798,ENCHIMENTO COM CONCRETO CELULAR  ,M3    ,21.78,            ,217.76,4742.81,0,99.63,0,54.8
IM1330,"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 25MM (3/4"")  ",M     ,251.02,            ,18.12,4548.48,0,99.63,0,54.8
IM1585,SERVIDOR DE ARMAZENAMENTO DE IMAGENS - STORAGE  ,UN    ,1,            ,4532.25,4532.25,0,99.63,0,54.8
IM1394,"BARRA CHATA DE ALUMÍNIO TIPO FITA 1/4"" X 3/4""  ",M     ,750,            ,6.04,4530,0,99.63,0,54.8
IM1586,SERVIDOR DE IMPRESSÃO  ,UN    ,1,            ,4426.04,4426.04,0,99.63,0,54.8
